1,0,7883218E05,2000749E03,0,3058E02,0,4855E01,0,9991412,0,0388264,0,0144690
2,0,7843918E05,2002027E03,0,3535E02,0,3044E02,0,9955518,0,0562519,0,0755802
3,0,7722365E05,2001279E03,0,1516E02,0,8861E02,0,9978611,0,0103591,0,0645443
4,0,7727383E05,2000483E03,0,4399E02,0,2113E02,0,9996092,0,0086861,0,0265699
5,0,7747425E05,2001400E03,0,1108E02,0,6429E02,0,9988680,0,0156951,0,0449034
6,0,7817419E05,2001077E03,0,5151E01,0,2240E02,0,9996911,0,0063833,0,0240191
7,0,7873546E05,2002174E03,0,4526E02,0,5103E02,0,9987543,0,0337711,0,0367339
8,0,7783570E05,2001201E03,0,3962E01,0,1031E02,0,9998910,0,0018409,0,0146499
9,0,7795162E05,2000204E03,0,3146E01,0,1936E02,0,9980129,0,0622631,0,0096776
10,0,7905872E05,2000029E03,0,6634E02,0,5113E01,0,9990170,0,0438175,0,0067148
11,0,7752225E05,2001026E03,0,2328E01,0,2145E02,0,9998319,0,0075750,0,0166993
12,0,7773026E05,2000850E03,0,1957E02,0,9762E00,0,9988352,0,0477764,0,0067534
13,0,7786825E05,2001549E03,0,1345E03,0,1011E03,0,9942687,0,0912092,0,0557732
14,0,7744692E05,2000720E03,0,2145E02,0,3405E02,0,9987987,0,0042370,0,0488189
15,0,7823784E05,2000222E03,0,4002E02,0,3019E02,0,9988453,0,0356902,0,0321597
16,0,7905375E05,2002102E03,0,1095E03,0,5178E02,0,9983439,0,0550217,0,0167977
17,0,7844369E05,2000542E03,0,2812E02,0,1318E03,0,9966103,0,0241851,0,0786318
18,0,7773663E05,2000648E03,0,1542E02,0,2120E02,0,9994204,0,0333934,0,0066163
19,0,7860513E05,2000771E03,0,2632E02,0,1467E03,0,9965411,0,0087554,0,0826386
20,0,7680050E05,2002090E03,0,1293E03,0,4284E02,0,9981131,0,0513006,0,0337421
21,0,7796171E05,2001870E03,0,5022E01,0,1077E03,0,9971777,0,0136809,0,0738210
22,0,7819728E05,2001169E03,0,6264E01,0,6850E01,0,9997748,0,0130808,0,0167134
23,0,7767438E05,2000830E03,0,3179E01,0,2007E02,0,9996940,0,0244419,0,0038196
24,0,7772431E05,2000918E03,0,7681E02,0,1189E02,0,9977361,0,0649248,0,0175367
25,0,7807654E05,2000535E03,0,2786E02,0,2873E02,0,9989728,0,0220658,0,0395775
26,0,7825890E05,2000914E03,0,3149E02,0,2605E01,0,9997151,0,0070036,0,0228186
27,0,7740478E05,2002113E03,0,9933E01,0,1119E03,0,9962219,0,0075944,0,0865121
28,0,7691673E05,2000963E03,0,9102E01,0,2829E02,0,9997385,0,0130474,0,0187787
29,0,7875695E05,2000494E03,0,2667E02,0,3693E02,0,9984635,0,0458256,0,0311547
30,0,7802957E05,2000472E03,0,2801E02,0,3603E02,0,9992344,0,0373543,0,0116287
31,0,7724378E05,2001916E03,0,2734E01,0,3329E02,0,9946384,0,0893961,0,0519874
32,0,7782490E05,2000015E03,0,5882E02,0,3161E02,0,9993792,0,0319645,0,0148137
33,0,7752679E05,2000225E03,0,3404E02,0,4037E02,0,9997765,0,0132372,0,0164864
34,0,7726493E05,2000354E03,0,4311E02,0,8847E02,0,9948865,0,0454301,0,0902050
35,0,7753904E05,2000669E03,0,3258E00,0,3297E02,0,9987344,0,0339111,0,0371436
36,0,7720927E05,2000483E03,0,2495E02,0,4102E02,0,9996355,0,0226171,0,0147434
37,0,7915929E05,2001054E03,0,8755E01,0,8633E01,0,9997612,0,0108141,0,0189914
38,0,7818941E05,2001262E03,0,1501E00,0,1353E01,0,9999774,0,0055802,0,0037486
39,0,7707677E05,2002044E03,0,3582E02,0,4485E02,0,9983505,0,0542917,0,0186738
40,0,7848747E05,2001009E03,0,3272E01,0,2806E02,0,9999418,0,0065386,0,0085771
41,0,7839768E05,2000790E03,0,3358E02,0,1182E02,0,9993626,0,0018427,0,0356523
42,0,7951495E05,2001882E03,0,6964E02,0,3380E02,0,9987815,0,0448198,0,0206578
43,0,7765078E05,2000529E03,0,3823E02,0,6332E01,0,9996971,0,0033639,0,0243821
44,0,7793311E05,2001725E03,0,4251E02,0,6249E01,0,9970412,0,0728981,0,0243865
45,0,7874594E05,2000941E03,0,3154E02,0,1000E02,0,9996038,0,0276234,0,0054032
46,0,7748368E05,2001019E03,0,1096E02,0,1518E02,0,9993718,0,0316091,0,0160259
47,0,7703238E05,2001191E03,0,8329E02,0,3039E02,0,9993171,0,0240614,0,0280427
48,0,7828113E05,2001676E03,0,7308E01,0,1182E03,0,9986756,0,0040348,0,0512905
49,0,7745949E05,2000217E03,0,5546E02,0,1477E02,0,9999306,0,0090349,0,0075604
50,0,7702173E05,2000354E03,0,3761E02,0,3757E02,0,9984446,0,0394252,0,0394215
51,0,7700795E05,2002116E03,0,4057E02,0,4063E02,0,9989940,0,0166777,0,0416281
52,0,7803378E05,2001089E03,0,1033E02,0,9955E01,0,9991375,0,0415096,0,0011361
53,0,7718951E05,2000754E03,0,3531E02,0,1154E02,0,9994702,0,0254922,0,0202341
54,0,7791675E05,2001259E03,0,1215E01,0,4540E01,0,9999010,0,0000977,0,0140705
55,0,7785942E05,2000917E03,0,5027E01,0,2828E02,0,9995036,0,0056554,0,0309937
56,0,7751518E05,2000494E03,0,4218E00,0,4682E02,0,9995287,0,0259126,0,0164582
57,0,7807140E05,2001056E03,0,1774E01,0,2499E02,0,9999367,0,0029614,0,0108508
58,0,7721435E05,2000309E03,0,3990E02,0,4253E02,0,9995407,0,0141030,0,0268225
59,0,7808589E05,2000149E03,0,2686E02,0,4056E02,0,9986566,0,0070255,0,0513391
60,0,7797734E05,2000706E03,0,4245E02,0,1280E02,0,9990949,0,0425369,0,0002288
61,0,7731224E05,2000741E03,0,2762E02,0,2132E02,0,9994202,0,0099289,0,0325693
62,0,7776886E05,2000873E03,0,1036E02,0,2324E02,0,9977469,0,0590112,0,0319194
63,0,7786383E05,2001231E03,0,3845E01,0,3640E00,0,9999478,0,0015383,0,0100969
64,0,7779637E05,2001737E03,0,8702E02,0,7411E02,0,9969014,0,0695391,0,0367675
65,0,7715984E05,2000935E03,0,2790E02,0,1096E02,0,9994937,0,0308908,0,0076232
66,0,7828494E05,2000184E03,0,2616E01,0,6074E02,0,9996244,0,0240701,0,0131015
67,0,7792919E05,2001128E03,0,1353E01,0,6034E01,0,9999688,0,0041359,0,0067334
68,0,7631487E05,2000740E03,0,1479E02,0,8717E02,0,9986762,0,0325872,0,0397991
69,0,7775458E05,2002051E03,0,6614E02,0,8036E01,0,9986113,0,0526150,0,0026754
70,0,7830083E05,2001051E03,0,8451E01,0,2019E02,0,9993781,0,0048059,0,0349326
71,0,7917651E05,2000702E03,0,1640E02,0,3161E02,0,9998799,0,0039811,0,0149759
72,0,7775778E05,2000230E03,0,4917E02,0,3036E02,0,9991953,0,0393103,0,0079687
73,0,7839186E05,2001650E03,0,3265E02,0,7699E02,0,9993736,0,0064514,0,0347952
74,0,7784552E05,2000279E03,0,1331E02,0,4502E02,0,9975312,0,0000577,0,0702250
75,0,7813126E05,2001317E03,0,4676E02,0,6672E02,0,9979608,0,0412705,0,0486925
76,0,7737524E05,2002169E03,0,3849E03,0,9264E01,0,9799775,0,1984860,0,0157290
77,0,7741544E05,2000952E03,0,1575E02,0,2713E02,0,9996075,0,0019510,0,0279484
78,0,7880527E05,2000699E03,0,4527E02,0,2844E01,0,9930570,0,0849257,0,0813965
79,0,7889415E05,2000803E03,0,1275E02,0,8457E02,0,9957307,0,0016011,0,0922919
80,0,7733485E05,2000582E03,0,4929E01,0,1223E02,0,9995775,0,0107709,0,0269973
81,0,7745170E05,2001625E03,0,3559E03,0,3433E03,0,9712365,0,1668740,0,1698611
82,0,7869344E05,2001017E03,0,8722E02,0,8324E01,0,9973443,0,0553509,0,0473362
83,0,7854935E05,2001121E03,0,2097E02,0,7677E00,0,9997803,0,0207647,0,0028580
84,0,7744639E05,2000890E03,0,5697E02,0,6183E02,0,9970490,0,0357686,0,0679252
85,0,7711914E05,2002249E03,0,6500E02,0,1631E02,0,9991616,0,0383005,0,0144629
86,0,7664664E05,2000651E03,0,3551E02,0,1041E02,0,9988318,0,0472569,0,0100921
87,0,7802695E05,2000911E03,0,5888E02,0,5086E02,0,9967756,0,0719934,0,0354316
88,0,7981022E05,2000244E03,0,4094E02,0,3937E02,0,9989389,0,0212627,0,0408530
89,0,7826807E05,2001103E03,0,8744E02,0,4198E01,0,9963047,0,0808440,0,0290040
90,0,7695561E05,2000955E03,0,1453E02,0,8946E01,0,9997733,0,0100087,0,0187904
91,0,7805767E05,2000726E03,0,6343E01,0,3192E02,0,9996646,0,0067196,0,0250113
92,0,7908531E05,2000915E03,0,2874E02,0,1365E02,0,9996067,0,0172677,0,0220973
93,0,7725609E05,2001019E03,0,2609E02,0,8508E02,0,9982009,0,0367659,0,0473634
94,0,7768766E05,2000657E03,0,3211E02,0,2113E02,0,9994430,0,0205721,0,0262778
95,0,7678999E05,2001693E03,0,3692E02,0,6987E02,0,9981302,0,0217377,0,0571282
96,0,7866958E05,2001063E03,0,1678E02,0,1578E02,0,9997165,0,0158001,0,0178143
97,0,7651598E05,2000986E03,0,2629E03,0,6164E02,0,9887907,0,1466583,0,0280051
98,0,7909640E05,2001162E03,0,5757E01,0,1340E02,0,9999365,0,0070665,0,0087791
99,0,7879731E05,2000601E03,0,2190E01,0,4364E02,0,9990812,0,0165090,0,0395497
100,0,7751226E05,2002243E03,0,5340E02,0,2109E02,0,9991492,0,0145727,0,0385815
101,0,7471388E05,2000740E03,0,2666E03,0,1571E03,0,8134659,0,5324332,0,2340687
